HESSI Flare List  (generated 24-Dec-2014 12:31)

Total # flares: 99980  Time range: 12-Feb-2002 21:29:56.000 - 17-Dec-2014 00:53:20.000
 
    Flare     Start time        Peak      End      Dur   Peak     Total      Energy X Pos Y Pos Radial   AR              Flags               
                                                     s    c/s    Counts         keV  asec  asec   asec                                       

 14100101  1-Oct-2014 00:15:04 00:16:46 00:18:28   204     32     13368        6-12  -551  -104    561    0  A0 DF P1 PE Q2                    
 14101514 15-Oct-2014 03:45:56 03:46:34 03:46:36    40     10      1012         3-6     0     0      0    0  A0 DR PE PS Q2                    
 14101515 15-Oct-2014 03:48:32 03:48:42 03:49:32    60      9      1404         3-6     0     0      0    0  A0 DR PE PS Q2                    
 14101517 15-Oct-2014 04:43:08 04:43:14 04:46:36   208    720    368112         3-6     0     0      0    0  A0 DR GS PE PS Q3                 
 14101518 15-Oct-2014 04:46:36 04:56:06 05:06:08  1172    848   2297088         3-6     0     0      0    0  A0 DR PE PS Q2                    
 14101519 15-Oct-2014 05:06:08 05:06:50 05:19:24   796    720   1346496         3-6     0     0      0    0  A0 PE PS Q1                       
 14101520 15-Oct-2014 05:19:24 05:22:50 05:28:20   536    656    769560         3-6     0     0      0    0  A0 DR EE PE PS Q3                 
 14101521 15-Oct-2014 06:21:04 06:21:22 06:23:00   116    368    101856         3-6     0     0      0    0  A0 DR PE PS Q2                    
 14101524 15-Oct-2014 06:23:00 06:33:38 06:40:52  1072    384    961344         3-6     0     0      0    0  A0 DR PE PS Q2                    
 14101522 15-Oct-2014 06:40:52 06:40:54 06:49:48   536    336    451296         3-6     0     0      0    0  A0 PE PS Q1                       
 14101525 15-Oct-2014 06:49:48 06:49:58 06:57:32   464    288    340896         3-6     0     0      0    0  A0 PE PS Q1                       
 14101526 15-Oct-2014 06:57:32 06:58:22 07:03:12   340    272    210624         3-6     0     0      0    0  A0 PE PS Q1                       
 14101527 15-Oct-2014 08:01:12 08:04:30 08:27:48  1596    200    751296         3-6     0     0      0    0  A0 PE PS Q1                       
 14101528 15-Oct-2014 08:27:48 08:28:50 08:38:04   616    160    234744         3-6     0     0      0    0  A0 PE PS Q1                       
 14101529 15-Oct-2014 09:37:52 09:46:18 10:12:52  2100    120    562668         3-6     0     0      0    0  A0 PE PS Q1                       
 14101530 15-Oct-2014 11:19:56 11:29:06 11:34:24   868    152    259344        6-12  -941  -185    959    0  A0 P1 PE Q1                       
 14101531 15-Oct-2014 11:34:24 11:35:46 11:47:40   796    136    191832        6-12  -946  -183    964    0  A0 P1 PE Q1                       
 14101532 15-Oct-2014 15:41:56 15:44:50 15:50:24   508     64     59016        6-12  -937  -241    968    0  A0 P1 PE Q1                       
 14101533 15-Oct-2014 17:08:40 17:09:22 17:12:32   232     96     45468        6-12  -933  -244    964    0  A0 DR P1 PE Q2                    
 14101534 15-Oct-2014 17:12:32 17:14:34 17:18:36   364     84     60888        6-12  -938  -236    967    0  A0 DR P1 PE Q2                    
 14101535 15-Oct-2014 17:18:36 17:21:06 17:28:20   584    128    100104        6-12  -936  -241    967    0  A0 DR P1 PE Q2                    
 14101536 15-Oct-2014 17:28:20 17:28:50 17:31:12   172     34     13848        6-12  -936  -245    967    0  A0 P1 PE Q1                       
 14101537 15-Oct-2014 17:31:12 17:34:26 17:36:20   308     44     29040        6-12  -936  -241    967    0  A0 P1 PE Q1                       
 14101538 15-Oct-2014 17:36:20 17:39:02 17:41:20   300     60     39792        6-12  -932  -242    963    0  A0 P1 PE Q1                       
 14101539 15-Oct-2014 17:41:20 17:58:54 18:07:44  1584   1008   1910352       12-25  -942  -223    968    0  A0 DR P1 PE Q2                    
 14101540 15-Oct-2014 18:43:52 18:45:18 18:54:32   640     51     68465        6-12  -961  -127    970    0  A0 DF DR P1 PE Q3                 
 14101541 15-Oct-2014 18:54:32 18:55:54 18:58:00   208     36     18175        6-12  -961  -169    976    0  A0 DF DR P1 PE Q3                 
 14101542 15-Oct-2014 18:58:00 19:01:46 19:04:44   404     65     47989        6-12  -951  -229    978    0  A0 DF DR P1 PE Q3                 
 14101543 15-Oct-2014 19:04:44 19:23:02 19:31:12  1588    405    756051        6-12  -939  -237    969    0  A0 DF DR P1 PE Q3                 
 14101544 15-Oct-2014 19:31:12 19:34:54 19:42:44   692    752    913908       12-25  -944  -233    972    0  A0 DR EE P1 PE Q3                 
 14101545 15-Oct-2014 20:18:16 20:18:58 20:22:44   268    496    228924       12-25  -945  -185    963    0  A0 DR ES P1 PE Q3                 
 14101546 15-Oct-2014 20:22:44 20:31:26 20:45:12  1348    379    813914        6-12  -951  -187    969    0  A0 DF DR P1 PE Q3                 
 14101547 15-Oct-2014 20:45:12 20:46:22 20:51:40   388     54     46493        6-12  -942  -222    968    0  A0 DF P1 PE Q2                    
 14101548 15-Oct-2014 20:51:40 20:55:10 21:02:48   668     94     95593        6-12  -936  -241    966    0  A0 DF DR P1 PE Q3                 
 14101549 15-Oct-2014 21:02:48 21:04:18 21:07:36   288     32     20760        6-12  -939  -236    968    0  A0 DR P1 PE Q2                    
 14101550 15-Oct-2014 21:15:12 21:16:58 21:17:08   116     40     10524        6-12  -939   236    969    0  A0 DR P1 PE Q2                    
 14101551 15-Oct-2014 22:01:12 22:02:02 22:03:52   160     40     13728        6-12  -938  -252    972    0  A0 DR P1 PE Q2                    
 14101556 15-Oct-2014 22:03:52 22:05:06 22:06:08   136     34     11184        6-12  -937  -249    969    0  A0 DR P1 PE Q2                    
 14101552 15-Oct-2014 22:06:08 22:12:06 22:19:08   780    108    118896        6-12  -940  -251    973    0  A0 DR P1 PE Q2                    
 14101553 15-Oct-2014 22:19:08 22:22:54 22:29:40   632     72     79056        6-12  -934  -244    965    0  A0 P1 PE Q1                       
 14101554 15-Oct-2014 22:29:40 22:31:26 22:34:08   268     60     27120        6-12  -938  -249    971    0  A0 DR P1 PE Q2                    
 14101557 15-Oct-2014 23:28:20 23:28:42 23:31:04   164     92     33780        6-12  -941  -250    974    0  A0 DR P1 PE Q2                    
 14101561 15-Oct-2014 23:31:04 23:33:46 23:39:52   528    416    219048        6-12   841  -294    891    0  A0 DR P1 PE Q2                    
 14101558 15-Oct-2014 23:39:52 23:43:46 23:45:12   320     84     51552        6-12  -940  -248    972    0  A0 DR P1 PE Q2                    
 14101559 15-Oct-2014 23:45:12 23:52:02 00:00:40   928    336    410208        6-12  -935  -240    966    0  A0 DR P1 PE Q2                    
 14101560 16-Oct-2014 00:00:40 00:04:58 00:14:36   836    136    168264        6-12  -937  -232    966    0  A0 DR P1 PE Q2                    
 14101602 16-Oct-2014 00:21:20 00:24:58 00:27:12   352    176    108744       12-25  -953  -211    977    0  A0 DR P1 PE Q2                    
 14101661 16-Oct-2014 01:05:44 01:08:22 01:22:20   996    448    436536       12-25  -953  -201    974    0  A0 DR P1 PE Q2                    
 14101662 16-Oct-2014 01:37:56 01:42:22 01:51:44   828    192    301848        6-12  -964  -222    989    0  A0 DR P1 PE Q2                    
 14101663 16-Oct-2014 01:51:44 02:00:18 02:02:12   628    200    227904        6-12  -971  -106    977    0  A0 DR P1 PE Q2                    
 14101664 16-Oct-2014 02:57:08 02:59:06 03:05:48   520    480    209232       12-25  -940  -256    974    0  A0 P1 PE Q1                       
 14101666 16-Oct-2014 03:05:48 03:14:06 03:24:16  1108   2288   2269032       12-25  -943  -241    973    0  A0 P1 PE Q1                       
 14101667 16-Oct-2014 03:24:16 03:25:22 03:33:08   532    240    172224        6-12  -943  -230    971    0  A0 DR P1 PE Q2                    
 14101668 16-Oct-2014 03:33:08 03:36:26 03:37:12   244    208     58464        6-12  -944  -238    973    0  A0 DR P1 PE Q2                    
 14101669 16-Oct-2014 04:26:16 04:26:54 04:33:36   440    272    180384        6-12  -945  -241    975    0  A0 DR P1 PE Q2                    
 14101671 16-Oct-2014 04:33:36 04:43:14 04:54:00  1224    288    540912        6-12  -971  -137    981    0  A0 P1 PE Q1                       
 14101670 16-Oct-2014 04:54:00 04:55:14 05:00:24   384    120     82704        6-12  -967  -149    978    0  A0 P1 PE Q1                       
 14101672 16-Oct-2014 05:00:24 05:11:26 05:12:12   708    216    254844        6-12  -970  -138    979    0  A0 DR P1 PE Q2                    
 14101673 16-Oct-2014 06:03:48 06:03:54 06:17:40   832   2416   1568208       12-25  -944  -247    976    0  A0 GS P1 PE Q2                    
 14101674 16-Oct-2014 06:17:40 06:18:54 06:21:52   252    152     62544        6-12  -961  -159    974    0  A0 P1 PE Q1                       
 14101675 16-Oct-2014 06:21:52 06:26:26 06:31:44   592    128    143208        6-12  -955  -196    975    0  A0 P1 PE Q1                       
 14101676 16-Oct-2014 06:31:44 06:32:42 06:34:16   152     68     21408        6-12  -972  -208    994    0  A0 P1 PE Q1                       
 14101677 16-Oct-2014 06:34:16 06:36:14 06:39:16   300     64     40104        6-12  -955  -236    983    0  A0 P1 PE Q1                       
 14101678 16-Oct-2014 06:39:16 06:40:50 06:44:00   284     64     36000        6-12  -949  -220    974    0  A0 P1 PE Q1                       
 14101679 16-Oct-2014 06:44:00 06:46:38 06:47:00   180     80     23724        6-12  -951  -204    972    0  A0 P1 PE Q1                       
 14101680 16-Oct-2014 07:43:48 07:44:34 08:01:04  1036     36     40528       12-25  -955  -217    979    0  a0 A1 GS P1 PE Q2                 
 14101681 16-Oct-2014 08:01:04 08:05:30 08:09:40   516      7      6298        6-12  -958  -212    982    0  A0 P1 PE Q1                       
 14101682 16-Oct-2014 08:09:40 08:11:46 08:17:40   480      6      5229       12-25  -943  -222    969    0  A0 P1 PE Q1                       
 14101683 16-Oct-2014 08:17:40 08:17:50 08:21:16   216      3      1872        6-12  -961  -213    985    0  A0 P1 PE Q1                       
 14101684 16-Oct-2014 09:20:36 09:21:30 09:29:52   556     48     53670        6-12  -982  -212   1005    0  a0 A1 GS P1 PE Q2                 
 14101686 16-Oct-2014 09:29:52 09:31:06 09:51:04  1272     26     44457       12-25  -954  -219    978    0  a0 A1 P1 PE Q1                    
 14101687 16-Oct-2014 09:51:04 09:52:50 09:56:12   308      4      2826         3-6     0     0      0    0  A0 PE PS Q1                       
 14101688 16-Oct-2014 10:32:36 10:33:34 10:36:56   260    368    159312        6-12  -953  -219    978    0  A0 GE P1 PE Q2                    
 14101689 16-Oct-2014 10:59:08 11:00:02 11:01:36   148    120     42888        6-12  -962  -170    977    0  A0 GS P1 PE Q2                    
 14101694 16-Oct-2014 11:01:36 11:04:46 11:06:44   308    136     97536        6-12  -949  -218    973    0  A0 P1 PE Q1                       
 14101690 16-Oct-2014 11:06:44 11:10:34 11:13:16   392    496    313056       12-25  -944  -229    971    0  A0 P1 PE Q1                       
 14101691 16-Oct-2014 11:13:16 11:15:38 11:19:40   384    752    504576       12-25  -940  -233    969    0  A0 P1 PE Q1                       
 14101692 16-Oct-2014 11:19:40 11:23:10 11:31:56   736    560    647172        6-12  -954  -218    979    0  A0 P1 PE Q1                       
 14101695 16-Oct-2014 12:08:24 12:15:58 12:16:48   504     85     37320       12-25  -942  -228    970    0  A0 GE P1 PE Q2                    
 14101696 16-Oct-2014 12:38:20 12:40:26 12:49:36   676    100     95334       12-25  -936  -257    971    0  A0 GS P1 PE Q2                    
 14101697 16-Oct-2014 12:49:36 12:51:42 12:58:24   528     90     42632       12-25  -937  -230    965    0  A0 P1 PE Q1                       
 14101698 16-Oct-2014 12:58:24 13:02:38 13:07:00   516   4483   1464455      50-100  -943  -233    971    0  a0 a1 A3 EE P1 PE Q2              
 14101699 16-Oct-2014 13:42:24 13:43:10 13:51:32   548    352    199702        6-12  -953  -219    978    0  A0 a1 DR ES P1 PE Q3              
141016100 16-Oct-2014 13:51:32 13:53:22 13:56:48   316    112     75264        6-12  -956  -217    980    0  A0 GE P1 PE Q2                    
141016101 16-Oct-2014 14:13:56 14:14:10 14:15:48   112     76     18600        6-12  -953  -225    979    0  A0 GS P1 PE Q2                    
141016102 16-Oct-2014 14:15:48 14:17:14 14:20:20   272     72     38856        6-12  -951  -225    977    0  A0 DR P1 PE Q2                    
141016103 16-Oct-2014 14:20:20 14:22:22 14:24:16   236     46     22392        6-12  -952  -221    978    0  A0 DR P1 PE Q2                    
141016104 16-Oct-2014 14:26:04 14:28:14 14:30:56   292     68     38160        6-12  -960  -248    991    0  A0 P1 PE Q1                       
141016105 16-Oct-2014 14:36:00 14:39:26 14:41:20   320     72     42072        6-12  -951  -261    986    0  A0 P1 PE Q1                       
141016106 16-Oct-2014 15:17:28 15:18:30 15:33:48   980    120    134112        6-12  -962  -167    976    0  A0 DR P1 PE Q2                    
141016107 16-Oct-2014 15:34:24 15:36:06 15:38:28   244     56     29400        6-12  -944  -232    972    0  A0 P1 PE Q1                       
141016108 16-Oct-2014 15:44:24 15:44:58 15:46:16   112     44     13080        6-12  -949  -232    977    0  A0 P1 PE Q1                       
141016109 16-Oct-2014 15:46:16 15:51:54 15:53:28   432     80     72000        6-12  -961  -215    985    0  A0 P1 PE Q1                       
141016110 16-Oct-2014 15:53:28 15:57:34 16:00:44   436    108     99168         3-6     0     0      0    0  A0 DR PE PS Q2                    
141016111 16-Oct-2014 16:00:44 16:03:30 16:16:16   932    128    221592        6-12  -965  -217    989    0  A0 DR P1 PE Q2                    
141016112 16-Oct-2014 16:52:16 16:52:58 17:03:56   700    272    217272        6-12  -947  -249    980    0  A0 DR P1 PE Q2                    
141016113 16-Oct-2014 17:03:56 17:06:10 17:07:32   216     60     31416        6-12  -953  -243    983    0  A0 DR P1 PE Q2                    
141016114 16-Oct-2014 17:07:32 17:12:18 17:15:36   484     63     72215        6-12  -967  -218    991    0  A0 DF P1 PE Q2                    
141016115 16-Oct-2014 17:15:36 17:16:58 17:19:16   220     59     31779        6-12  -979  -202   1000    0  A0 DF P1 PE Q2                    
141016116 16-Oct-2014 17:19:16 17:20:06 17:26:56   460     56     62757        6-12  -979  -209   1001    0  A0 DF P1 PE Q2                    
141016117 16-Oct-2014 17:38:44 17:39:06 17:40:36   112     78     22375        6-12  -950  -249    982    0  A0 DF DR P1 PE Q3                 
141016118 16-Oct-2014 17:40:36 17:42:26 17:45:04   268     89     49073        6-12  -950  -247    982    0  A0 DF DR P1 PE Q3                 
141016119 16-Oct-2014 17:48:44 17:50:22 17:51:32   168     82     28548        6-12  -960  -249    992    0  A0 DF P1 PE Q2                    
141016120 16-Oct-2014 18:27:12 18:28:18 18:29:56   164    260     93515        6-12  -977  -208    999    0  A0 DF DR P1 PE Q3                 
141016122 16-Oct-2014 18:29:56 18:44:06 18:49:16  1160   1522   2283993       12-25  -971  -208    993    0  A0 DF DR P1 PE Q3                 
141016123 16-Oct-2014 18:49:16 18:51:26 19:04:16   900   1596   2730547       12-25  -977  -210    999    0  A0 DF P1 PE Q2                    
141016124 16-Oct-2014 19:04:16 19:06:46 19:22:52  1116   1002   1258907       12-25  -953  -224    979    0  A0 DF DR P1 PE Q3                 
141016125 16-Oct-2014 19:22:52 19:25:02 19:26:36   224    257    103133        6-12  -979  -208   1001    0  A0 DF DR P1 PE Q3                 
141016126 16-Oct-2014 20:02:04 20:21:22 21:01:32  3568   2118   8882658         3-6     0     0      0    0  A0 DF DR ES PE PS Q4              
141016127 16-Oct-2014 21:37:12 21:37:38 21:42:28   316     72     44604        6-12  -966  -224    992    0  A0 DR P1 PE Q2                    
141016130 16-Oct-2014 21:42:28 21:47:06 21:48:20   352     72     58296        6-12  -966  -221    991    0  A0 DR P1 PE Q2                    
141016128 16-Oct-2014 21:48:20 21:52:42 22:18:08  1788    304    727080        6-12  -970  -225    996    0  A0 DR P1 PE Q2                    
141016131 16-Oct-2014 22:28:28 22:30:34 22:33:28   300    192     88824        6-12  -945  -255    979    0  A0 DR P1 PE Q2                    
141016132 16-Oct-2014 22:33:28 22:34:50 22:36:20   172    136     40932        6-12  -947  -259    982    0  A0 DR P1 PE Q2                    
141016133 16-Oct-2014 23:12:44 23:19:18 23:30:36  1072      6      9577         3-6     0     0      0    0  A0 DR PE PS Q2                    
141016134 16-Oct-2014 23:31:56 23:37:10 23:54:36  1360     60     47084       12-25  -935  -274    975 2192  a0 A1 DR P1 PE Q2                 
141016135 16-Oct-2014 23:54:36 23:56:10 00:01:00   384      4      3454        6-12  -978  -220   1003    0  A0 DR P1 PE Q2                    
 14101701 17-Oct-2014 00:01:00 00:04:46 00:08:28   448      8      6820       12-25  -962  -239    992    0  A0 DR P1 PE Q2                    
 14101702 17-Oct-2014 00:08:28 00:10:30 00:11:20   172     12      3303       25-50  -962  -216    986    0  A0 DR P1 PE Q2                    
 14101703 17-Oct-2014 00:48:56 00:50:14 00:51:44   168     44     17928        6-12  -962  -218    987    0  A0 DR P1 PE Q2                    
 14101704 17-Oct-2014 00:51:44 00:53:38 00:56:16   272     46     30288        6-12  -962  -217    986    0  A0 DR P1 PE Q2                    
 14101705 17-Oct-2014 00:56:16 01:01:46 01:02:52   396     68     50592        6-12  -961  -231    988    0  A0 DR P1 PE Q2                    
 14101706 17-Oct-2014 01:02:52 01:04:34 01:16:36   824     92    140712        6-12  -956  -230    983    0  A0 DR P1 PE Q2                    
 14101707 17-Oct-2014 01:16:36 01:19:54 01:24:32   476     84     59304        6-12  -957  -222    982    0  A0 P1 PE Q1                       
 14101708 17-Oct-2014 01:25:32 01:27:10 01:34:20   528    120    104904        6-12  -953  -244    984    0  A0 DR P1 PE Q2                    
 14101709 17-Oct-2014 01:34:20 01:39:58 01:45:48   688    120    130344        6-12  -961  -248    992    0  A0 DR P1 PE Q2                    
 14101710 17-Oct-2014 02:29:36 02:29:42 02:29:48    12      2        68         3-6     0     0      0    0  A0 DR PE PS Q2                    
 14101711 17-Oct-2014 02:29:56 02:29:58 02:30:12    16      2        90         3-6     0     0      0    0  A0 DR PE PS Q2                    
 14101712 17-Oct-2014 02:34:28 02:35:50 02:38:40   252      3      1733        6-12  -943  -243    974    0  A0 DR P1 PE Q2                    
 14101713 17-Oct-2014 02:38:40 02:41:06 02:46:32   472      6      3994       12-25  -961  -187    979    0  A0 P1 PE Q1                       
 14101714 17-Oct-2014 02:47:28 02:48:02 02:49:00    92      3       464        6-12  -939  -263    975    0  A0 P1 PE Q1                       
 14101715 17-Oct-2014 02:49:32 02:50:26 02:50:56    84      4       695        6-12  -940  -265    977    0  A0 P1 PE Q1                       
 14101716 17-Oct-2014 02:58:40 03:03:46 03:10:16   696     84     21613         3-6     0     0      0    0  A0 PE PS Q1                       
 14101717 17-Oct-2014 03:10:16 03:13:46 03:21:24   668    184    167719       25-50  -927  -264    964 2192  a0 A1 DR EE P1 PE Q3              
 14101718 17-Oct-2014 04:13:16 04:14:06 04:15:36   140     25      5825       12-25  -923  -276    963    0  A0 DR P1 PE Q2                    
 14101719 17-Oct-2014 04:18:12 04:18:22 04:19:32    80      9      1862        6-12  -982  -216   1006    0  A0 P1 PE Q1                       
 14101720 17-Oct-2014 04:20:08 04:28:26 04:29:48   580     35     28872       12-25  -944  -218    968    0  A0 P1 PE Q1                       
 14101721 17-Oct-2014 04:29:48 04:33:02 04:37:32   464    148     85932       12-25  -946  -215    970    0  A0 P1 PE Q1                       
 14101722 17-Oct-2014 04:37:32 04:41:10 04:55:48  1096     62    103348       12-25  -974  -204    996    0  A0 DR P1 PE Q2                    
 14101723 17-Oct-2014 05:46:36 05:53:38 05:53:48   432    184    185436        6-12  -967  -218    991    0  A0 GS P1 PE Q2                    
 14101724 17-Oct-2014 05:53:48 06:00:58 06:15:48  1320    368    752256        6-12  -986  -215   1009    0  A0 P1 PE Q1                       
 14101725 17-Oct-2014 06:15:48 06:18:54 06:30:56   908    320    394740       12-25  -930  -285    972    0  A0 P1 PE Q1                       
 14101726 17-Oct-2014 07:30:28 07:33:14 07:36:36   368    448    126120       12-25  -926  -281    968    0  A0 P1 PE Q1                       
 14101727 17-Oct-2014 07:36:36 07:39:14 07:50:48   852    160    180192        6-12  -957  -206    979    0  A0 P1 PE Q1                       
 14101728 17-Oct-2014 07:50:48 07:52:34 07:54:56   248     52     26952        6-12  -931  -271    970    0  A0 P1 PE Q1                       
 14101729 17-Oct-2014 07:54:56 07:56:22 07:57:24   148     42     14688        6-12  -940  -253    974    0  A0 P1 PE Q1                       
 14101730 17-Oct-2014 07:57:24 08:02:10 08:05:56   512   2160    484296       25-50  -930  -289    974    0  A0 P1 PE Q1                       
 14101731 17-Oct-2014 09:03:28 09:04:02 09:14:36   668    120    117192        6-12  -953  -169    968    0  A0 P1 PE Q1                       
 14101732 17-Oct-2014 09:14:36 09:16:30 09:20:24   348     60     44616        6-12  -948  -211    971    0  A0 P1 PE Q1                       
 14101733 17-Oct-2014 09:20:24 09:27:26 09:35:28   904    272    285744       12-25  -942  -188    961    0  A0 P1 PE Q1                       
 14101734 17-Oct-2014 09:35:28 09:37:14 09:40:36   308    108     55992        6-12  -944  -232    973    0  A0 P1 PE Q1                       
 14101735 17-Oct-2014 10:44:28 10:46:30 10:49:24   296     60     42672        6-12  -976  -196    995    0  A0 P1 PE Q1                       
 14101736 17-Oct-2014 10:49:24 10:52:42 10:56:04   400    128    104856        6-12  -938  -252    971    0  A0 P1 PE Q1                       
 14101737 17-Oct-2014 10:56:04 10:57:22 10:59:36   212    160     58080        6-12  -928  -275    968    0  A0 P1 PE Q1                       
 14101738 17-Oct-2014 10:59:36 11:01:30 11:05:32   356    336    114240       12-25  -919  -275    959    0  A0 P1 PE Q1                       
 14101739 17-Oct-2014 11:05:32 11:11:14 11:13:04   452    128    122616        6-12  -968  -221    993    0  A0 P1 PE Q1                       
 14101740 17-Oct-2014 11:13:04 11:14:02 11:15:44   160    128     46812         3-6     0     0      0    0  A0 PE PS Q1                       
 14101741 17-Oct-2014 11:51:44 11:52:38 11:59:00   436      2      1573        6-12  -974  -226   1000    0  A0 P1 PE Q1                       
 14101742 17-Oct-2014 12:21:16 12:21:22 12:22:56   100      2       422         3-6     0     0      0    0  A0 GS PE PS Q2                    
 14101743 17-Oct-2014 12:22:56 12:25:46 12:29:12   376      6      2379       12-25  -940  -218    965    0  A0 P1 PE Q1                       
 14101744 17-Oct-2014 12:29:12 12:29:50 12:32:24   192      2       810        6-12  -962  -226    988    0  A0 P1 PE Q1                       
 14101745 17-Oct-2014 12:32:24 12:35:38 12:38:08   344      3      1730        6-12  -940  -215    964    0  A0 P1 PE Q1                       
 14101746 17-Oct-2014 12:38:08 12:47:38 12:51:00   772    304    127426       25-50  -935  -217    960    0  a0 A1 EE P1 PE Q2                 
 14101747 17-Oct-2014 13:26:12 13:26:58 13:32:36   384    176     97272        6-12  -932  -161    946    0  A0 DR P1 PE Q2                    
 14101748 17-Oct-2014 13:32:36 13:34:38 13:37:36   300    128     52896       12-25  -911  -283    954    0  A0 P1 PE Q1                       
 14101749 17-Oct-2014 13:37:36 13:37:38 13:39:44   128     48     14616        6-12  -937  -248    969    0  A0 GE P1 PE Q2                    
 14101750 17-Oct-2014 13:56:12 13:58:38 14:00:20   248     64     26808        6-12  -918  -251    951    0  A0 GS P1 PE Q2                    
 14101751 17-Oct-2014 14:01:44 14:06:42 14:11:04   560     96     71520        6-12  -923  -305    972    0  A0 DR P1 PE Q2                    
 14101752 17-Oct-2014 14:11:04 14:13:02 14:15:08   244    120     37464        6-12  -919  -283    962    0  A0 P1 PE Q1                       
 14101753 17-Oct-2014 14:15:08 14:17:06 14:22:40   452    100     61560        6-12  -946  -226    973    0  A0 P1 PE Q1                       
 14101754 17-Oct-2014 15:01:48 15:03:18 15:04:52   184      1       441        6-12  -987  -234   1014 2192  A0 DF DR P1 PE Q3                 
 14101755 17-Oct-2014 15:04:52 15:10:26 15:20:08   916      2      4198        6-12  -945  -255    979 2192  A0 DF DR P1 PE Q3                 
 14101756 17-Oct-2014 15:33:32 15:38:42 15:46:20   768    464    136611       25-50  -894  -254    930 2192  a0 A1 DF DR P1 PE Q3              
 14101757 17-Oct-2014 15:53:20 15:59:58 16:00:56   456    112     18834       25-50  -926  -221    952 2192  a0 A1 DF EE P1 PE Q3              
 14101759 17-Oct-2014 16:36:08 16:36:34 16:42:20   372     19     14859        6-12  -920  -277    961 2192  A0 a1 DF DR P1 PE Q3              
 14101758 17-Oct-2014 16:42:20 16:44:26 16:46:20   240     27     10926        6-12  -933  -236    963 2192  A0 DF DR P1 PE Q3                 
 14101760 17-Oct-2014 16:46:20 16:47:38 16:49:40   200     23      8389        6-12  -931  -228    958 2192  A0 DF DR P1 PE Q3                 
 14101761 17-Oct-2014 16:56:16 16:57:14 16:58:16   120     29      6354        6-12  -909  -295    956 2192  A0 DF P1 PE Q2                    
 14101762 17-Oct-2014 16:58:40 16:59:18 17:02:48   248     36     16275        6-12  -918  -176    935 2192  A0 DF P1 PE Q2                    
 14101763 17-Oct-2014 17:05:44 17:06:46 17:08:04   140     36     10021        6-12  -918  -275    959 2192  A0 DF P1 PE Q2                    
 14101764 17-Oct-2014 17:16:48 17:21:34 17:31:40   892    100    102261        6-12  -935  -224    962 2192  A0 DF DR P1 PE Q3                 
 14101765 17-Oct-2014 18:10:52 18:12:30 18:19:36   524    176     72720        6-12  -936  -227    963 2192  A0 DF DR ES P1 PE Q4              
 14101766 17-Oct-2014 18:22:00 18:26:58 18:33:16   676    184    119568       12-25  -937  -217    962 2192  A0 DF DR P1 PE Q3                 
 14101767 17-Oct-2014 18:35:20 18:35:38 18:36:28    68     26      4128        6-12  -906  -294    952 2192  A0 DF P1 PE Q2                    
 14101768 17-Oct-2014 18:39:24 18:40:14 18:41:44   140     28      8604        6-12  -935  -241    966 2192  A0 DF P1 PE Q2                    
 14101769 17-Oct-2014 18:45:40 18:46:42 18:49:56   256    112     26172        6-12  -909  -288    954 2192  A0 DF DR P1 PE Q3                 
 14101770 17-Oct-2014 18:57:12 18:58:42 19:06:20   548     24     26748        6-12  -985  -244   1014 2192  A0 DF DR P1 PE Q3                 
 14101771 17-Oct-2014 19:07:36 19:09:14 19:10:04   148     24      8640        6-12  -920  -286    963 2192  A0 DF P1 PE Q2                    
 14101772 17-Oct-2014 19:46:20 19:51:10 19:53:00   400     82     49750        6-12  -907  -257    943 2192  A0 DF DR P1 PE Q3                 
 14101773 17-Oct-2014 19:53:00 19:58:54 20:11:40  1120   1045   1009635       12-25  -911  -272    951 2192  A0 DF DR P1 PE Q3                 
 14101774 17-Oct-2014 20:11:40 20:13:22 20:16:08   268     41     23946        6-12  -901  -294    948 2192  A0 DF P1 PE Q2                    
 14101775 17-Oct-2014 20:16:08 20:17:46 20:19:08   180     37     15658        6-12  -910  -281    953 2192  A0 DF P1 PE Q2                    
 14101776 17-Oct-2014 20:19:08 20:21:42 20:24:44   336    269     70717        6-12  -927  -237    957 2192  A0 DF DR P1 PE Q3                 
 14101777 17-Oct-2014 20:24:44 20:25:58 20:28:24   220     52     24326        6-12  -936  -243    968 2192  A0 DF DR P1 PE Q3                 
 14101778 17-Oct-2014 20:28:24 20:30:34 20:35:28   424     86     47659        6-12  -900  -285    944 2192  A0 DF DR P1 PE Q3                 
 14101779 17-Oct-2014 20:38:00 20:39:14 20:41:52   232     76     30504        6-12  -930  -232    959 2192  A0 DR P1 PE Q2                    
 14101780 17-Oct-2014 20:41:52 20:45:02 20:45:40   228    592     79776       12-25  -931  -232    960 2192  A0 DR P1 PE Q2                    
 14101781 17-Oct-2014 21:20:52 21:21:34 21:39:04  1092    120    164508        6-12  -944  -232    972 2192  A0 DR P1 PE Q2                    
 14101788 17-Oct-2014 21:39:04 21:41:18 21:43:28   264     52     25464        6-12  -958  -239    987 2192  A0 P1 PE Q1                       
 14101782 17-Oct-2014 21:43:28 21:48:38 21:51:28   480    108     85632        6-12  -934  -232    963 2192  A0 P1 PE Q1                       
 14101783 17-Oct-2014 21:51:28 21:53:22 21:55:36   248    200     61608       12-25  -923  -235    953 2192  A0 P1 PE Q1                       
